genres,id,overview,release_date,title,vote_average,vote_count,director,actors
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",274857,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",2017-04-27,King Arthur: Legend of the Sword,6.5,1506.0,Guy Ritchie,"Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law"
"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",321612,A live-action adaptation of Disney's version of the classic 'Beauty and the Beast' tale of a cursed prince and a beautiful young woman who helps him break the spell.,2017-03-16,Beauty and the Beast,6.8,5530.0,Bill Condon,"Emma Watson, Dan Stevens, Luke Evans"
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",380124,"Madea winds up in the middle of mayhem when she spends a hilarious, haunted Halloween fending off killers, paranormal poltergeists, ghosts, ghouls, and zombies while keeping a watchful eye on a group of misbehaving teens.",2016-10-21,Boo! A Madea Halloween,5.3,219.0,Tyler Perry,"Tyler Perry, Cassi Davis, Liza Koshy"
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",295693,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",2017-03-23,The Boss Baby,6.1,2336.0,Tom McGrath,"Alec Baldwin, Miles Bakshi, Jimmy Kimmel"
"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",408220,Beings with supernatural powers join together to fight against supernatural villains.,2017-01-24,Justice League Dark,7.0,171.0,Jay Oliva,"Matt Ryan, Jason O'Mara, Camilla Luddington"
"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",173897,"Picking up immediately after the events in Resident Evil: Retribution, Alice (Milla Jovovich) is the only survivor of what was meant to be humanity's final stand against the undead. Now, she must return to where the nightmare began - The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",2016-12-23,Resident Evil: The Final Chapter,5.9,1139.0,Paul W.S. Anderson,"Milla Jovovich, Iain Glen, Ali Larter"
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",414190,"After an accident, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of super powers.",2017-01-27,iBoy,6.0,315.0,Adam Randall,"Bill Milner, Maisie Williams, Rory Kinnear"
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",315837,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",2017-03-29,Ghost in the Shell,5.9,2547.0,Rupert Sanders,"Scarlett Johansson, Michael Pitt, Pilou Asbæk"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",341174,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",2017-02-08,Fifty Shades Darker,6.0,2341.0,James Foley,"Dakota Johnson, Jamie Dornan, Eric Johnson"
"[{'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",345009,"After a failed assassination attempt, a soldier finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical toll of the treacherous conditions.",2016-10-06,Mine,6.5,321.0,Fabio Guaglione,"Armie Hammer, Annabelle Wallis, Tom Cullen"
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",406385,Pietro Zinni is asked by the police to revive the old gang to create a task force that will stop the spread of smart drugs.,2017-02-02,Smetto quando voglio: Masterclass,7.4,158.0,Sydney Sibilia,"Edoardo Leo, Valerio Aprea, Stefano Fresi"
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",330947,"In this modern love story set against the Austin, Texas music scene, two entangled couples — struggling songwriters Faye and BV, and music mogul Cook and the waitress whom he ensnares — chase success through a rock ‘n’ roll landscape of seduction and betrayal.",2017-03-17,Song to Song,5.4,179.0,Terrence Malick,"Michael Fassbender, Ryan Gosling, Rooney Mara"
"[{'id': 18, 'name': 'Drama'}]",401104,A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,2017-01-22,To the Bone,7.3,714.0,Marti Noxon,"Lily Collins, Carrie Preston, Lili Taylor"
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",382597,"The story of a woman who dreams to join an intervention group in the police department called RAID. Unfortunately, she is rather clumsy and both her family (and soon to be family-in-law) and a veteran of the RAID do not approve. However, Johanna is determined to prove them wrong.",2017-02-01,R.A.I.D. Special Unit,5.8,207.0,Dany Boon,"Alice Pol, Dany Boon, Michel Blanc"
"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",378018,"In the middle of a routine patrol, officer Daniel Carter happens upon a blood-soaked figure limping down a deserted stretch of road. He rushes the young man to a nearby rural hospital staffed by a skeleton crew, only to discover that patients and personnel are transforming into something inhuman. As the horror intensifies, Carter leads the other survivors on a hellish voyage into the subterranean depths of the hospital in a desperate bid to end the nightmare before it's too late.",2016-10-21,The Void,5.8,207.0,Jeremy Gillespie,"Aaron Poole, Kathleen Munroe, Art Hindle"
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",340676,A personal shopper in Paris refuses to leave the city until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.,2016-10-19,Personal Shopper,5.8,239.0,Olivier Assayas,"Kristen Stewart, Lars Eidinger, Anders Danielsen Lie"
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",283378,"Lucinda Price is sent to a reform academy under the assumption that she has killed a boy. There, she meets two mysterious boys, Cam and Daniel, to whom she feels drawn to both. But as the love triangle unfurls, it is Daniel that Luce cannot keep herself away from, and things begin to take a darker turn when she finds out his true identity.",2016-11-10,Fallen,5.9,397.0,Scott Hicks,"Addison Timlin, Jeremy Irvine, Harrison Gilbertson"
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",345938,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",2017-03-03,The Shack,6.9,330.0,Stuart Hazeldine,"Sam Worthington, Octavia Spencer, Tim McGraw"
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",395992,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",2017-03-22,Life,6.3,1959.0,Daniel Espinosa,"Jake Gyllenhaal, Rebecca Ferguson, Ryan Reynolds"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",314095,"At the dawn of the 20th century, British explorer Percy Fawcett journeys into the Amazon, where he discovers evidence of a previously unknown, advanced civilization that may have once inhabited the region. Despite being ridiculed by the scientific establishment, which views indigenous populations as savages, the determined Fawcett, supported by his devoted wife, son, and aide-de-camp, returns to his beloved jungle in an attempt to prove his case.",2016-10-15,The Lost City of Z,6.1,598.0,James Gray,"Charlie Hunnam, Robert Pattinson, Sienna Miller"
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",382591,A man without attachments or responsibilities suddenly finds himself with an abandoned baby and leaves for London to try and find the mother. Eight years later after he and his daughter become inseparable Gloria's mother reappears.,2016-12-07,Two Is a Family,7.6,765.0,Hugo Gélin,"Omar Sy, Clémence Poésy, Antoine Bertrand"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",305470,"Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",2017-03-23,Power Rangers,6.3,1321.0,Dean Israelite,"Dacre Montgomery, Naomi Scott, RJ Cyler"
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",126889,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world – which has its sole inhabitant the 'synthetic', David, survivor of the doomed Prometheus expedition.",2017-05-09,Alien: Covenant,5.7,2677.0,Ridley Scott,"Michael Fassbender, Katherine Waterston, Billy Crudup"
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",334521,"A crime drama set in 1970s Boston, about a gun sale which goes wrong.",2017-03-31,Free Fire,6.3,232.0,Ben Wheatley,"Sharlto Copley, Armie Hammer, Brie Larson"
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",20760,"Now, we find the rowdy extraterrestrial getting used to life with his new ohana. However, a malfunction in the ultimate creation of Dr. Jumba soon emerges, which reinstates his destructive programming and threatens to both ruin his friendship with Lilo and to short him out for good!",2005-01-29,Lilo & Stitch 2: Stitch has a Glitch,6.3,246.0,Michael LaBash,"Tia Carrere, Matt Corboy, Dakota Fanning"
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",417644,The adventures of two California Highway Patrol motorcycle officers as they make their rounds on the freeways of Los Angeles.,2017-03-23,CHiPS,6.2,277.0,Dax Shepard,"Michael Peña, Dax Shepard, Jessica McNamee"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",353569,"Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway – only to find herself seated with five fellow-unwanted guests at the dreaded Table 19.",2017-01-20,Table 19,6.2,192.0,Jeffrey Blitz,"Anna Kendrick, Craig Robinson, June Squibb"
"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",353070,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",2017-04-06,Going in Style,6.6,543.0,Zach Braff,"Morgan Freeman, Michael Caine, Alan Arkin"
"[{'id': 35, 'name': 'Comedy'}]",398929,"Greg founded a company called Alibi.com that creates any type of alibi. With his associate, Augustin, and Medhi his new employee, they devise unstoppable stratagems and stagings to cover their clients. But meeting Flo, a pretty blonde who hates men who lie, will complicate Greg's life, which begins by hiding the true nature of his activity. During the presentation to parents, Greg understands that Gérard, the father of Flo, is also one of their clients.",2017-02-15,Alibi.com,6.9,389.0,Philippe Lacheau,"Philippe Lacheau, Élodie Fontan, Julien Arruti"
"[{'id': 35, 'name': 'Comedy'}]",21778,"37 000 years ago, two neighboring tribes lived in peace ... not fully in peace. While the tribe clean hair flowed peaceful days by keeping to herself the secret formula shampoo, Tribe Hair Sales lamented. Its leader decided to send a spy to steal the recipe ...",2004-01-28,RRRrrrr!!!,6.2,228.0,Alain Chabat,"Marina Foïs, Gaëlle Cohen, Maurice Barthélemy"
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",137116,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",2017-03-23,Smurfs: The Lost Village,6.2,311.0,Kelly Asbury,"Julia Roberts, Ariel Winter, Ellie Kemper"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",376134,"In the near future, due to a breakthrough scientific discovery by Dr. Thomas Harbor, there is now definitive proof of an afterlife. While countless people have chosen suicide to reset their existence, others try to decide what it all means. Among them is Dr. Harbor's son Will, who has arrived at his father's isolated compound with a mysterious young woman named Isla. There, they discover the strange acolytes who help Dr. Harbor with his experiments.",2017-03-31,The Discovery,6.3,312.0,Charlie McDowell,"Jason Segel, Rooney Mara, Robert Redford"
